SCHOOL,% PASSED
"CHINESE GENERAL HOSPITAL COLLEGE OF NURSING &
LIBERAL ARTS",99.60%
"WEST VISAYAS STATE UNIVERSITY-
LA PAZ",99.36%
UNIVERSITY OF SANTO TOMAS,99.34%
"TRINITY UNIVERSITY OF
ASIA (TRINITY-QC)",99.23%
SAINT LOUIS UNIVERSITY,98.98%
"CEBU NORMAL UNIVERSITY (CEBU
STATE COLLEGE)",98.08%
"DE LA SALLE UNIVERSITY-
HEALTH SCIENCES INSTITUTE",97.47%
"BENGUET STATE
UNIVERSITY-LA TRINIDAD",96.97%
SAINT PAUL UNIVERSITY- DUMAGUETE,95.24%
"SAINT PAUL UNIVERSITY-
MANILA",95.00%
"SACRED HEART COLLEGE OF
LUCENA CITY, INC.",94.87%
UNIVERSITY OF THE EAST RAMON MAGSAYSAY MEM MEDICAL CTR,94.78%
ADAMSON UNIVERSITY,90.41%
VELEZ COLLEGE,89.10%
NOTRE DAME OF DADIANGAS COLLEGE,87.33%
CEBU DOCTORS UNIVERSITY,86.15%
"REMEDIOS TRINIDAD
ROMUALDEZ MEMORIAL SCHOOL",84.55%
"FAR EASTERN UNIVERSITY-
NICANOR REYES MEDICAL",83.72%
"MARIANO MARCOS STATE UNIVERSITY-
BATAC",83.46%
"ANGELES
UNIVERSITY FOUNDATION",82.18%
BICOL UNIVERSITY- LEGAZPI,80.13%
EASTER COLLEGE INC,79.35%
"SAN JUAN DE DIOS EDUCATIONAL
FOUNDATION, INC",78.20%
"MEDICAL COLLEGE OF NORTHERN
PHILIPPINES",77.26%
"UNIVERSIDAD DE
SANTA ISABEL (COL DE STA ISABEL)",77.16%
HOLY ANGEL UNIVERSITY,76.46%
UNIVERSITY OF THE ASSUMPTION,75.11%
ATENEO DE ZAMBOANGA,74.09%
"BULACAN STATE UNIVERSITY
(BULACAN COLL OF ARTS & TRADES)",73.63%
CATANDUANES STATE COLLEGES- VIRAC,71.93%
UNIVERSITY OF MAKATI,70.37%
ATENEO DE NAGA,70.29%
"CENTRO ESCOLAR
UNIVERSITY- MANILA",69.63%
CAPITOL MEDICAL CENTER COLLEGES,67.52%
"CENTRO ESCOLAR
UNIVERSITY- MALOLOS",67.42%
"BALIUAG UNIVERSITY
(BALIUAG COLLEGES)",67.05%
MANILA DOCTORS COLLEGE,67.01%
"CAPITOL UNIVERSITY (CAGAYAN CAPITOL
COLL.)",66.95%
"FAR EASTERN UNIVERSITY-
MANILA",66.39%
"MINDANAO SANITARIUM & HOSPITAL COLLEGE OF
MEDICAL ARTS FNDTN",65.41%
SAN PEDRO COLLEGE-DAVAO CITY,64.36%
DE LA SALLE UNIVERSITY-LIPA,63.32%
UNIVERSITY OF CEBU-BANILAD,62.30%
PAMANTASAN NG CABUYAO,61.95%
"CAMARINES SUR
POLYTECHNIC COLLEGE-NABUA",61.58%
LAGUNA COLLEGE,60.99%
"TARLAC STATE UNIVERSITY (TARLAC COLLEGE
OF TECH.)",60.87%
BICOL UNIVERSITY- TABACO,60.77%
