SCHOOL,% PASSED
ADAMSON UNIVERSITY,50.77%
AEMILIANUM INSTITUTE,0.00%
AGUSAN DEL SUR STATE COLLEGE OF AGRICULTURE & TECHNOLOGY,0.00%
"AMA COMPUTER COLLEGE DASMARINAS, CAVITE, INC.",33.33%
AMA COMPUTER COLLEGE- ANGELES CITY,0.00%
AMA COMPUTER COLLEGE- BAGUIO CITY,0.00%
"AMA COMPUTER COLLEGE-BINAN, LAGUNA",28.57%
AMA COMPUTER COLLEGE- CABANATUAN CITY,0.00%
AMA COMPUTER COLLEGE- CALAMBA,18.18%
AMA COMPUTER COLLEGE- DAVAO CITY,50.00%
AMA COMPUTER COLLEGE-EAST RIZAL,13.33%
AMA COMPUTER COLLEGE- LEGAZPI CAMPUS,0.00%
AMA COMPUTER COLLEGE-LIPA CITY,0.00%
AMA COMPUTER COLLEGE- LUCENA CITY,0.00%
AMA COMPUTER COLLEGE- MAKATI CITY,16.67%
AMA COMPUTER COLLEGE- MALOLOS,0.00%
AMA COMPUTER COLLEGE- OLONGAPO CITY,16.67%
"AMA COMPUTER COLLEGE-SAN FERNANDO, PAMPANGA",0.00%
AMA COMPUTER COLLEGE- SANTIAGO CITY,9.09%
"AMA COMPUTER COLLEGE-STA. CRUZ, LAGUNA",0.00%
AMA COMPUTER COLLEGE- TACLOBAN,0.00%
AMA COMPUTER COLLEGE- TARLAC CITY,8.33%
AMA COMPUTER COLLEGE- ZAMBOANGA CITY,0.00%
"AMA COMPUTER UNIVERSITY- PROJ. 8, QC",42.86%
AMA SCHOOL OF MEDICINE-EAST RIZAL,0.00%
ANDRES BONIFACIO COLLEGE,0.00%
ANGELES UNIVERSITY FOUNDATION,42.86%
AQUINAS UNIVERSITY,14.29%
ASIA PACIFIC COLLEGE,62.50%
ATENEO DE DAVAO UNIVERSITY,50.00%
ATENEO DE MANILA UNIVERSITY- Q.C.,86.67%
ATENEO DE NAGA UNIVERSITY,80.00%
ATENEO DE ZAMBOANGA,85.71%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),33.33%
BATAAN HEROES MEMORIAL COLLEGE,14.29%
BATAAN PENINSULA STATE U- MAIN CAMPUS(FOR BNSAT),26.60%
BATAAN PENINSULA STATE UNIVERSITY-BALANGA,0.00%
BATANGAS STATE UNIVERSITY - ALANGILAN,50.00%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),40.00%
BICOL STATE COLLEGE OF APPLIED SCIENCES AND TECH- (FOR CSPC),30.99%
BICOL UNIVERSITY-POLANGUI,20.69%
BOHOL INSTITUTE OF TECHNOLOGY-TAGBILARAN CITY,0.00%
BULACAN STATE UNIVERSITY (for.BCAT)-MALOLOS,49.75%
CAGAYAN DE ORO COLLEGE,0.00%
CAGAYAN STATE UNIVERSITY- CARITAN,0.00%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,19.23%
CAMARINES SUR POLYTECHNIC COLLEGE-NABUA,41.94%
CAMIGUIN POLYTECHNIC STATE COLLEGE,0.00%
CAPITOL UNIVERSITY (for.CAGAYAN CAPITOL COLL.),0.00%
CARAGA STATE UNIVERSITY- BUTUAN CITY,72.73%
CATANDUANES INSTITUTE OF TECHNOLOGY FOUNDATION,0.00%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),31.82%
CEBU INSTITUTE OF TECHNOLOGY,43.55%
CEBU TECHNOLOGICAL UNIVERSITY-MAIN (for.CSCST),54.55%
CENTRAL COLLEGES OF THE PHILIPPINES,22.50%
CENTRAL PHILIPPINE UNIVERSITY,47.06%
COLEGIO DE DAGUPAN (for.COMPUTRONIX COLL),23.19%
COLEGIO DE SAN JUAN DE LETRAN-ABUCAY,7.69%
COLEGIO DE SAN JUAN DE LETRAN-CALAMBA,16.00%
COLEGIO SAN AGUSTIN-BACOLOD CITY,23.81%
COLLEGE OF TECHNOLOGICAL SCIENCES-CEBU,0.00%
COLUMBAN COLLEGE-OLONGAPO CITY,34.78%
COR JESU COLLEGE (HOLY CROSS OF DIGOS),30.00%
DE LA SALLE UNIVERSITY- CANLUBANG,50.00%
DE LA SALLE UNIVERSITY- DASMARIÑAS,63.64%
DE LA SALLE UNIVERSITY-LIPA,72.92%
DE LA SALLE UNIVERSITY-MANILA,73.17%
DEVERA INSTITUTE OF TECHNOLOGY,12.50%
DIVINE WORD COLLEGE OF CALAPAN,70.00%
DIVINE WORD COLLEGE OF LAOAG,0.00%
DON BOSCO TECHNICAL COLLEGE-MANDALUYONG,42.11%
"DON BOSCO TECHNOLOGY CENTER- PUNTA PRINCESA,CEBU",33.33%
DON HONORIO VENTURA TECHNOLOGICAL STATE UNIVERSITY,33.75%
EASTERN VISAYAS STATE UNIVERSITY (for.L.I.T.)TACLOBAN,28.30%
EMILIO AGUINALDO COLLEGE- DASMARIÑAS,66.67%
EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE & TECHNOLOGY,5.88%
FAR EASTERN UNIVERSITY- MANILA,50.00%
FEATI UNIVERSITY,25.00%
FELLOWSHIP BAPTIST COLLEGE,25.00%
FEU-INSTITUTE OF TECHNOLOGY(FOR. FEU-EAST ASIA COLL),31.67%
FILAMER CHRISTIAN COLLEGE,21.05%
FIRST ASIA INSTITUTE OF TECHNOLOGY & HUMANITIES,28.21%
FULLBRIGHT COLLEGE,10.00%
HOLY ANGEL UNIVERSITY,49.41%
HOLY CROSS OF DAVAO COLLEGE,28.57%
HOLY NAME UNIVERSITY (for.DIVINE WORD-TAGBILARAN),26.92%
"ICCT COLLEGES FOUNDATION,INC(INST.OF CREATIVE COMP TECH INC)",11.11%
JOHN PAUL II COLLEGE,0.00%
JOSE RIZAL MEMORIAL STATE UNIVERSITY-DAPITAN,0.00%
LA SALLE UNIVERSITY (for.IMMA.CONCEPCION-LA SALLE),25.00%
LAGUNA STATE POLYTECHNIC UNIV-SN PABLO(LSPC),26.47%
LAGUNA STATE POLYTECHNIC UNIV-STA CRUZ (LSPC),19.23%
LICEO DE CAGAYAN UNIVERSITY,12.50%
LYCEUM NORTHWESTERN UNIV- DAGUPAN CITY,23.08%
"LYCEUM OF THE PHILIPPINES - GEN TRIAS, CAVITE",80.00%
"LYCEUM OF THE PHILIPPINES UNIVERSITY-BATANGAS,INC",80.00%
LYCEUM OF THE PHILIPPINES UNIVERSITY-MANILA,5.88%
LYCEUM OF THE PHILIPPINES- LAGUNA (for.LYCEUM INST.OF TECH),70.00%
"LYCEUM SUBIC BAY, INC.",0.00%
MALAYAN COLLEGES LAGUNA,63.89%
MANUEL L. QUEZON UNIVERSITY,25.00%
MANUEL S. ENVERGA UNIV. FOUNDATION-LUCENA CITY,18.75%
MAPUA INSTITUTE OF TECHNOLOGY-MANILA,67.10%
MARIANO MARCOS STATE UNIVERSITY-BATAC,25.71%
MARINDUQUE STATE COLLEGE- BOAC,37.50%
MATS COLLEGE OF TECHNOLOGY,0.00%
MICROCITY COMPUTER COLLEGES FOUNDATION,0.00%
MINDANAO STATE UNIVERSITY- (MAIGO SAT),0.00%
MINDANAO STATE UNIVERSITY- GEN. SANTOS CITY,61.11%
MINDANAO STATE UNIVERSITY- ILIGAN INSTITUTE OF TECHNOLOGY,60.00%
MINDANAO STATE UNIVERSITY- MARAWI CITY,66.67%
MINDANAO UNIVERSITY OF SCIENCE & TECHNOLOGY-CDO,55.56%
MISAMIS INSTITUTE OF TECHNOLOGY,0.00%
MONDRIAAN AURA COLLEGE,0.00%
NATIONAL COLLEGE OF SCIENCE & TECHNOLOGY-DASMARINAS,5.00%
NATIONAL COLLEGE OF SCIENCE & TECHNOLOGY-SAN FERNANDO,0.00%
NATIONAL UNIVERSITY-MANILA,10.81%
NEGROS ORIENTAL STATE UNIVERSITY (CVPC)-DUMAGUETE,44.44%
NEW ERA UNIVERSITY,27.08%
NORTHWEST SAMAR STATE UNIVERSITY (FOR.TIBURCIO TANCINCO),40.00%
NORTHWESTERN UNIVERSITY,0.00%
"NOTRE DAME OF DADIANGAS UNIVERSITY, INC",57.14%
NOTRE DAME OF KIDAPAWAN COLLEGE,28.57%
NOTRE DAME OF MARBEL UNIVERSITY,36.36%
NOTRE DAME UNIVERSITY,50.00%
NUEVA VIZCAYA STATE UNIVERSITY (NVPC)-BAMBANG,66.67%
PAMANTASAN NG CABUYAO,45.45%
PAMANTASAN NG LUNGSOD NG MAYNILA,58.82%
PAMANTASAN NG LUNGSOD NG PASIG,26.92%
PANPACIFIC UNIVERSITY NORTH PHILIPPINES (PANG.CST),0.00%
PATRIA SABLE CORPUS COLLEGE,0.00%
"PHILIPPINE ADVENT COLLEGE, INC.",0.00%
PHILIPPINE COLLEGE OF SCIENCE & TECHNOLOGY- CALASIAO,25.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-BATAAN,12.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA. MESA,39.27%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MARAGONDON,36.84%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-STA. ROSA,68.42%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-STO. TOMAS,85.71%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-TAGUIG,66.67%
QUEZON CITY POLYTECHNIC UNIVERSITY,58.82%
RIZAL TECHNOLOGICAL UNIVERSITY,27.27%
ROGATIONIST COLLEGE,0.00%
SAINT FRANCIS OF ASSISI COLLEGE,14.29%
SAINT JOHN TECHNOLOGICAL COLLEGE OF THE PHILIPPINES,0.00%
SAINT JOSEPH INSTITUTE OF TECHNOLOGY,16.67%
SAINT LOUIS UNIVERSITY,44.85%
SAINT MARY'S UNIVERSITY,37.93%
SAINT PAUL UNIVERSITY-SURIGAO,66.67%
SAINT PAUL UNIVERSITY- TUGUEGARAO,50.00%
SAINT PETER'S COLLEGE-ILIGAN CITY,0.00%
SAMAR STATE UNIVERSITY (SAMAR S.P.C.),75.00%
"SAN SEBASTIAN COLLEGE- RECOLETOS,CAVITE",23.08%
SIENA COLLEGE OF TAYTAY,0.00%
SOUTHERN LUZON STATE UNIVERSITY-LUCBAN (SLPC),32.84%
SOUTHERN MINDANAO COLLEGES,0.00%
SURIGAO STATE COLLEGE OF TECHNOLOGY,23.08%
TARLAC STATE UNIVERSITY (TARLAC COLLEGE OF TECH.),30.77%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-MANILA,33.33%
