SCHOOL,% PASSED
ABADA COLLEGE,54.55%
ABRA VALLEY COLLEGE,6.06%
ABUYOG COMMUNITY COLLEGE,17.65%
ACADEMIA DE SAN LORENZO DEMA-ALA,0.00%
AGUSAN INSTITUTE OF TECHNOLOGY,29.63%
AKLAN CATHOLIC COLLEGE-KALIBO,0.00%
AKLAN COLLEGE,0.00%
ALDERSGATE COLLEGE,50.00%
ALFELOR SR. MEMORIAL COLLEGE,25.00%
ANDRES BONIFACIO COLLEGE,18.58%
ANGELES UNIVERSITY FOUNDATION,35.71%
ANTIQUE SCHOOL OF ARTS & TRADES,0.00%
ARAULLO UNIVERSITY,31.58%
ASIAN DEVELOPMENT FOUNDATION COLLEGE,22.50%
ASIAN INSTITUTE OF MARITIME STUDIES,0.00%
ATENEO DE DAVAO UNIVERSITY,100.00%
BAGO CITY COLLEGE,19.70%
BAGUIO CENTRAL UNIVERSITY,38.10%
BALITE INSTITUTE OF TECHNOLOGY,20.00%
BASILAN STATE COLLEGE,10.64%
BATAAN HEROES MEMORIAL COLLEGE,75.00%
BATANGAS STATE UNIVERSITY-ARASOF- NASUGBU,15.00%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),50.00%
BICOL COLLEGE,31.51%
BICOL INSTITUTE OF SCIENCE & TECHNOLOGY,0.00%
"BLANCIA CARREON COLLEGE FOUNDATION, INC.",0.00%
BOHOL INSTITUTE OF TECHNOLOGY- JAGNA,50.00%
BOHOL INSTITUTE OF TECHNOLOGY- TAGBILARAN CITY,23.08%
BOHOL INSTITUTE OF TECHNOLOGY- TALIBON,38.71%
BULACAN COMMUNITY COLLEGE,0.00%
BULACAN STATE UNIVERSITY (for.BCAT)- MALOLOS,57.14%
CAGAYAN DE ORO COLLEGE,60.78%
CAGAYAN STATE UNIVERSITY-APARRI,100.00%
CAGAYAN STATE UNIVERSITY-GONZAGA,62.50%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,0.00%
CAGAYAN VALLEY COLLEGES OF QUIRINO,50.00%
CAGAYAN VALLEY COLLEGES OF TUGUEGARAO,19.05%
"CAMARINES NORTE SCHOOL OF LAWS, ARTS & SCIENCES",36.36%
CAMARINES SUR STATE AGRICULTURAL COLLEGE-PASACAO,57.14%
CAPITOL UNIVERSITY (for.CAGAYAN CAPITOL COLL.),42.86%
CAPIZ STATE UNIVERSITY (CIT)(PSPC)- MAIN CAMPUS,0.00%
CAPIZ STATE UNIVERSITY (PANAY SPC)- DAYAO CAMPUS,15.79%
CAPIZ STATE UNIVERSITY (PANAY SPC)- DUMARAO,0.00%
CARLOS A. HILADO MEMORIAL STATE COLLEGE-BACOLOD,100.00%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),0.00%
CEBU ROOSEVELT MEMORIAL COLLEGES,27.27%
CENTRAL BICOL STATE UNIV. OF AGRICULTURE-(for.CSSAC)-SIPOCOT,44.44%
CENTRAL ILOCANDIA COLLEGE OF SCIENCE & TECHNOLOGY,18.18%
CENTRAL LUZON COLLEGE OF SCIENCE & TECHNOLOGY-OLONGAPO,50.00%
CENTRAL LUZON COLLEGE OF SCIENCE & TECHNOLOGY-SAN FERNANDO,44.44%
CENTRAL MINDANAO COLLEGES,15.46%
CHRIST THE KING COLLEGE OF MARANDING,28.57%
COLEGIO DE KIDAPAWAN(for N.COTABATO IT),8.33%
COLEGIO DE LA PURISIMA CONCEPCION,26.47%
COLEGIO DE LAS NAVAS,25.00%
COLEGIO DE SAN ANTONIO DE PADUA,38.46%
COLEGIO DE SAN GABRIEL ARCANGEL,33.33%
"COLEGIO DE SAN JUAN, INC.",37.50%
"COLEGIO DE SAN LORENZO RUIZ DE MANILA, INC.",40.00%
COLEGIO DE STA. CATALINA DE ALEJANDRIA,40.00%
COLEGIO DE STO. NIÑO DE JASAAN,36.00%
COLLEGE OF SAINT LAWRENCE,0.00%
COMPUTER ARTS & TECHNOLOGY SCHOOL-OLD ALBAY,25.00%
CONCEPCION POLYTECHNIC COLLEGE- CONCEPCION,0.00%
CORDILLERA CAREER DEVELOPMENT COLLEGE,74.63%
COTABATO CITY CENTRAL COLLEGE,42.86%
"CRIMINAL JUSTICE COLLEGE, INC.",80.00%
CRISTAL e-COLLEGE-PANGLAO CAMPUS,57.14%
DANSALAN POLYTECHNIC COLLEGE,0.00%
DATA CENTER COLLEGE OF THE PHILIPPINES-BANGUED,25.00%
DATA CENTER COLLEGE OF THE PHILIPPINES-LAOAG CITY,50.00%
"DAVAO DOCTORS COLLEGE, INC.",0.00%
DAVAO WINCHESTER COLLEGES,100.00%
DE LA SALLE UNIVERSITY-DASMARIÑAS,36.36%
DE LA SALLE UNIVERSITY-HEALTH SCIENCES INSTITUTE,0.00%
"DIPOLOG MEDICAL CENTER COLLEGE FOUNDATION, INC",22.73%
DIVINE WORD UNIVERSITY-TACLOBAN,25.00%
DON MARIANO MARCOS MEMORIAL STATE UNIVERSITY-SAN FERNANDO,0.00%
DR. AURELIO MENDOZA MEMORIAL COLLEGES,22.22%
DR. GLORIA D. LACSON COLLEGES,12.50%
EASTERN LUZON COLLEGES-BAMBANG,100.00%
EASTERN LUZON COLLEGES-LA TRINIDAD,100.00%
EASTERN VISAYAS CENTRAL COLLEGE,19.35%
EASTERN VISAYAS INSTITUTE OF TECHNOLOGY,0.00%
EDUCATIONAL SYSTEM TECHNOLOGICAL INSTITUTE,18.18%
EMILIO AGUINALDO COLLEGE- DASMARIÑAS,66.67%
EMILIO AGUINALDO COLLEGE-MANILA,57.14%
ERHARD SYSTEMS TECHNOLOGICAL INSTITUTE,36.36%
EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE & TECHNOLOGY,20.00%
F. L. VARGAS COLLEGE-ABULUG,14.29%
FERNANDEZ COLLEGE OF ARTS & TECHNOLOGY,13.33%
FLORENCIO L. VARGAS COLLEGE- TUGUEGARAO,18.81%
FULLBRIGHT COLLEGE,38.46%
GOLDEN WEST COLLEGES,17.65%
GOV. ALFONSO D. TAN MEMORIAL COLLEGE,100.00%
GUIMARAS STATE COLLEGE (GUIMARAS POLY. COLL.),41.67%
H. G. BAQUIRAN COLLEGE,20.00%
HEADSTART COLLEGE OF COTABATO,34.62%
HERCOR COLLEGE,13.98%
HMIJ-FOUNDATION PHILIPPINE ISLAMIC COLLEGE,0.00%
HOLY CHILD COLLEGE OF BUTUAN,83.33%
HOLY CHILD SCHOOL OF DAVAO,50.00%
HOLY CROSS OF DAVAO COLLEGE,60.00%
HOLY INFANT JESUS COLLEGE,40.00%
HOLY NAME UNIVERSITY (for.DIVINE WORD-TAGBILARAN),61.76%
HOLY SPIRIT FOUNDATION OF LEYTE,66.67%
HOLY TRINITY COLLEGE OF GENERAL SANTOS CITY,38.64%
HOLY TRINITY COLLEGE OF PUERTO PRINCESA,30.77%
"ICCT COLLEGES FOUNDATION,INC(INST.OF CREATIVE COMP TECH INC)",52.86%
IFUGAO STATE UNIVERSITY (for. IFUGAO SCAF)-LAGAWE,0.00%
IFUGAO STATE UNIVERSITY (for. IFUGAO SCAF)-LAMUT,65.22%
ILIGAN CAPITOL COLLEGE,29.63%
"ILIGAN MEDICAL CENTER COLLEGE, INC.",37.50%
ILOILO DOCTORS' COLLEGE,33.33%
INNOVATIVE COLLEGE OF SCIENCE & TECHNOLOGY,6.67%
INTERNATIONAL CHRISTIAN COLLEGES- (for.BAGUIO-BENGUET CC),0.00%
INTERNATIONAL HARVARDIAN UNIVERSITY,100.00%
INTERNATIONAL SCHOOL OF ASIA & THE PACIFIC,12.50%
INTERWORLD COLLEGE OF SCIENCE & TECHNOLOGY,44.00%
INTERWORLD COLLEGES FOUNDATION- TARLAC CITY (ICT),66.67%
IRENE B. ANTONIO TECHNOLOGICAL COLLEGE,100.00%
ISABELA COLLEGE OF ARTS & TECHNOLOGY,10.00%
ISABELA COLLEGES (for.ISABELA C.F),25.81%
ISABELA STATE UNIVERSITY- ANGADANAN (for.A AGRO-IND COL.),8.33%
ISABELA STATE UNIVERSITY-CABAGAN,29.63%
ISABELA STATE UNIVERSITY-CAUAYAN (for.C.POLY.COLL.),21.62%
ISABELA STATE UNIVERSITY-ECHAGUE,76.92%
JAMIATUL PHILIPPINE AL-ISLAMIC,0.00%
JOHN PAUL COLLEGE,0.00%
JOSE P. LAUREL POLYTECHNIC COLLEGE,16.67%
JOSE RIZAL MEMORIAL STATE COLLEGE-DIPOLOG,28.24%
"JOSE RIZAL MEMORIAL STATE COLLEGE-KATIPUNAN, ZAMBOANGA DS.",100.00%
JOSE RIZAL MEMORIAL STATE COLLEGE-RIZAL,0.00%
JOSE RIZAL MEMORIAL STATE COLLEGE-SIOCON,33.33%
JOSE RIZAL MEMORIAL STATE COLLEGE-TAMPILISAN,26.67%
JOSE RIZAL MEMORIAL STATE UNIVERSITY-DAPITAN,25.00%
JOSEFINA H. CERILLES STATE COLLEGE-DUMINGAG,21.43%
KALINGA COLLEGES OF SCIENCE AND TECHNOLOGY,40.00%
LA CARLOTA CITY COMMUNITY COLLEGE,16.55%
LA SALLE UNIVERSITY (for.IMMA.CONCEPCION-LA SALLE),64.29%
LACSON COLLEGE,36.36%
LAGUNA STATE POLYTECHNIC COLLEGE-STA. CRUZ (LCAT),0.00%
LAMBUNAO INSTITUTE OF SCIENCE & TECHNOLOGY,0.00%
LARENA NATIONAL VOCATIONAL COLLEGE,0.00%
LEYTE COLLEGES,22.52%
LEYTE STATE COLLEGE,100.00%
LICEO DE CAGAYAN UNIVERSITY,61.54%
LICEO DE MASBATE COLLEGE,0.00%
LIPA CITY COLLEGES,87.23%
"LUNA GOCO COLLEGES, INC (for.LUNA GOCO MCCI)",33.33%
LYCEUM NORTHWESTERN-DAGUPAN CITY,33.33%
LYCEUM OF APARRI,52.63%
LYCEUM OF NORTHERN LUZON,30.00%
"LYCEUM OF THE PHILIPPINES UNIVERSITY-BATANGAS,INC",45.45%
LYCEUM OF TUAO,10.00%
