SCHOOL,% PASSED
ABAD SANTOS EDUCATIONAL INSTITUTION,0.00%
ABE INTERNATIONAL COLLEGE OF BUSINESS & ECONOMICS- ILOILO,100.00%
ABELLANA NATIONAL SCHOOL,100.00%
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-BANGUED,61.54%
ACCESS COMPUTER & TECHNICAL COLLEGE-MANILA,100.00%
ACI COMPUTER COLLEGE (for. ACTS),100.00%
ADAMSON UNIVERSITY,93.10%
AGUSAN DEL SUR COLLEGE,0.00%
AGUSAN DEL SUR STATE COLLEGE OF AGRICULTURE & TECHNOLOGY,0.00%
AGUSAN INSTITUTE OF TECHNOLOGY,0.00%
AIR LINK INTERNATIONAL AVIATION SCHOOL,100.00%
AKLAN STATE UNIVERSITY-KALIBO,50.00%
ALDERSGATE COLLEGE,66.67%
ALEJANDRO COLLEGE,0.00%
AMA COMPUTER COLLEGE- BAGUIO CITY,100.00%
AMA COMPUTER COLLEGE-ILOILO CITY,0.00%
AMA COMPUTER COLLEGE- MAKATI CITY,100.00%
ANDRES BONIFACIO COLLEGE,88.89%
AQUINAS UNIVERSITY,0.00%
ARAULLO UNIVERSITY,33.33%
ARELLANO UNIVERSITY-MALABON,100.00%
ARELLANO UNIVERSITY-PASIG,0.00%
ASIA BAPTIST BIBLE COLLEGE,100.00%
ASIAN COLLEGE FOUNDATION- MANILA,100.00%
ASIAN COLLEGE OF SCIENCE & TECHNOLOGY-QC,0.00%
ASSUMPTION ACADEMY OF MAWAB,0.00%
ATENEO DE DAVAO UNIVERSITY,100.00%
ATENEO DE NAGA UNIVERSITY,0.00%
"AURORA POLYTECHNIC COLLEGE, INC.- BALER",0.00%
AURORA STATE COLLEGE OF TECHNOLOGY,23.08%
BAGO CITY COLLEGE,0.00%
BAGUIO SCHOOL OF BUSINESS TECHNOLOGY,0.00%
BALATAN INSTITUTE,0.00%
BALICUATRO COLLEGE OF ARTS & TRADES,50.00%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),75.00%
BATAAN HEROES MEMORIAL COLLEGE,100.00%
BATAAN PENINSULA STATE U- MAIN CAMPUS(FOR BNSAT),85.71%
BATAAN PENINSULA STATE U- ORANI (FOR BPSC),0.00%
BATANGAS STATE UNIVERSITY - LIPA,90.91%
BATANGAS STATE UNIVERSITY - ALANGILAN,83.58%
BATANGAS STATE UNIVERSITY - BALAYAN,42.86%
BATANGAS STATE UNIVERSITY- ARASOF-NASUGBU,100.00%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),42.86%
BENGUET CENTRAL COLLEGE,0.00%
BENGUET STATE UNIVERSITY-LA TRINIDAD,0.00%
BETI COLLEGE OF TECHNOLOGY,25.00%
"BICOL MERCHANT MARINE COLLEGE, INC.",0.00%
BICOL STATE COLLEGE OF APPLIED SCIENCES AND TECH- (FOR CSPC),88.24%
BICOL UNIVERSITY IND'L TECH.(BUCIT)-LEGAZPI,73.33%
BICOL UNIVERSITY-DARAGA,100.00%
BICOL UNIVERSITY-LEGAZPI,85.00%
BICOL UNIVERSITY-POLANGUI,0.00%
BIÑAN COLLEGE,100.00%
BINANGONAN CATHOLIC COLLEGE,100.00%
BOHOL INSTITUTE OF TECHNOLOGY-TAGBILARAN CITY,100.00%
BOHOL INSTITUTE OF TECHNOLOGY-TALIBON,50.00%
BOHOL INTERNATIONAL LEARNING COLLEGE - BOHOL,100.00%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)- BILAR,100.00%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)- CALAPE,86.05%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)- TAGBILARAN,84.21%
BOHOL NORTHERN STAR COLLEGE,100.00%
BUKIDNON STATE COLLEGE- MALAYBALAY,100.00%
BULACAN PUBLIC COLLEGE,50.00%
BULACAN STATE UNIVERSITY (for.BCAT)-MALOLOS,69.23%
BULACAN STATE UNIVERSITY- BUSTOS,0.00%
CABARRUS CATHOLIC COLLEGE,50.00%
CAGAYAN DE ORO COLLEGE,0.00%
CAGAYAN STATE UNIVERSITY- ANDREWS CAMPUS(TUG),0.00%
CAGAYAN STATE UNIVERSITY- APARRI,100.00%
CAGAYAN STATE UNIVERSITY- CARITAN,0.00%
CAGAYAN STATE UNIVERSITY- SANCHEZ MIRA,0.00%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,64.71%
CALABANGA POLYTECHNIC COLLEGE,33.33%
CALAPE POLYTECHNIC COLLEGE,100.00%
CAMARINES NORTE STATE COLLEGE-DAET,97.56%
CAMARINES SUR INSTITUTE OF FISHERIES & MARINE SCIENCES,66.67%
CAMARINES SUR POLYTECHNIC COLLEGE-NABUA,85.71%
CAMIGUIN POLYTECHNIC STATE COLLEGE,72.22%
CAPELLAN INSTITUTE OF TECHNOLOGY,50.00%
CAPITOL UNIVERSITY (for.CAGAYAN CAPITOL COLL.),0.00%
CAPIZ STATE UNIVERSITY - SIGMA,0.00%
CAPIZ STATE UNIVERSITY (CIT)(PSPC)-MAIN CAMPUS,67.07%
CARAGA STATE UNIVERSITY- BUTUAN CITY,100.00%
"CARAGA STATE UNIVERSITY- CABADBARAN, AGUSAN DEL NORTE",80.00%
"CARCAR CITY COLLEGE - CARCAR, CEBU",100.00%
CARLOS A. HILADO MEMORIAL STATE COLLEGE-BACOLOD,0.00%
CARLOS A. HILADO MEMORIAL STATE COLLEGE-TALISAY,60.00%
CATANDUANES COLLEGE,0.00%
CATANDUANES STATE UNIVERSITY - VIRAC,50.00%
CAVITE STATE UNIVERSITY (CAVITE C.A.T)-ROSARIO,70.00%
CEBU AERONAUTICAL TECHNICAL SCHOOL,0.00%
CEBU INSTITUTE OF TECHNOLOGY,73.68%
CEBU STATE COLLEGE OF SCIENCE & TECHNOLOGY SYSTEM(for.CSAT),50.00%
CEBU STATE COLLEGE OF SCIENCE & TECHNOLOGY- OSMENA,100.00%
CEBU TECHNICAL SCHOOL,50.00%
CEBU TECHNOLOGICAL UNIVERSITY-ARGAO (for.CSCST),50.00%
CEBU TECHNOLOGICAL UNIVERSITY-BARILI (for.CSCST),0.00%
