SCHOOL,% PASSED
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-BANGUED,17%
ADAMSON UNIVERSITY,37%
AKLAN CATHOLIC COLLEGE-KALIBO,0%
AKLAN COLLEGE,0%
ALDERSGATE COLLEGE,0%
ALEJANDRO COLLEGE,0%
ANDRES BONIFACIO COLLEGE,0%
ANGELES UNIVERSITY FOUNDATION,0%
ANNUNCIATION COLLEGE,0%
AQUINAS UNIVERSITY,0%
ARAULLO UNIVERSITY,29%
ASIAN DEVELOPMENT FOUNDATION COLLEGE,20%
ATENEO DE DAVAO UNIVERSITY,60%
ATENEO DE NAGA,50%
AURORA STATE COLLEGE OF TECHNOLOGY,0%
BAGUIO CENTRAL UNIVERSITY,8%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),33%
BATAAN HEROES MEMORIAL COLLEGE,13%
BATAAN PENINSULA STATE COLLEGE- BALANGA (BATAAN POLY.SC),33%
BATANGAS STATE UNIVERSITY- BATANGAS CITY,0%
BICOL UNIVERSITY-LEGAZPI,24%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)-TAGBILARAN,0%
BULACAN STATE UNIVERSITY (BULACAN COLL OF ARTS & TRADES),34%
CAGAYAN DE ORO COLLEGE,43%
CAGAYAN STATE UNIVERSITY-CARITAN,0%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,55%
CAMARINES NORTE STATE COLLEGE- DAET,20%
CAMARINES SUR POLYTECHNIC COLLEGE-NABUA,10%
CAPITOL UNIVERSITY (CAGAYAN CAPITOL COLL.),29%
CARLOS C. HILADO MEMORIAL STATE COLLEGE-TALISAY,0%
CATANDUANES STATE COLLEGES- VIRAC,21%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),29%
CEBU INSTITUTE OF TECHNOLOGY,31%
CENTRAL COLLEGES OF THE PHILIPPINES,25%
CENTRAL LUZON STATE UNIVERSITY,25%
CENTRAL MINDANAO COLLEGES,25%
CENTRAL MINDANAO UNIVERSITY,56%
CENTRAL PHILIPPINE UNIVERSITY,71%
COLEGIO DE DAGUPAN (COMPUTRONIX COLL),0%
COLEGIO DE KIDAPAWAN(N.COTABATO I.T.),0%
COLEGIO DE LA PURISIMA CONCEPCION,0%
COLUMBAN COLLEGE-OLONGAPO CITY,50%
COR JESU COLLEGE (HOLY CROSS OF DIGOS),10%
COTABATO CITY STATE POLYTECHNIC COLLEGE,11%
DAVAO ORIENTAL STATE COLLEGE OF SCIENCE & TECHNOLOGY,22%
DE LA SALLE UNIVERSITY-DASMARIÑAS,47%
DE LA SALLE UNIVERSITY-MANILA,88%
DIVINE WORD COLLEGE OF CALAPAN,80%
DIVINE WORD COLLEGE OF LAOAG,0%
DIVINE WORD COLLEGE OF LEGAZPI,14%
DIVINE WORD UNIVERSITY-TACLOBAN,0%
DON HONORIO VENTURA COLLEGE OF ARTS & TRADE,24%
EASTERN SAMAR STATE COLLEGE- BORONGAN,70%
EASTERN SAMAR STATE COLLEGE- GUIUAN CAMPUS,0%
EASTERN VISAYAS STATE UNIVERSITY (LIT)TACLOBAN,33%
EMILIO AGUINALDO COLLEGE- DASMARINAS,50%
EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE & TECHNOLOGY,8%
FAR EASTERN UNIVERSITY-MANILA,50%
FATHER SATURNINO URIOS UNIVERSITY (URIOS COLL),40%
FEATI UNIVERSITY,30%
FELLOWSHIP BAPTIST COLLEGE,100%
FEU-EAST ASIA COLLEGE,59%
FLORENCIO L. VARGAS COLLEGE- TUGUEGARAO,0%
GARCIA COLLEGE OF TECHNOLOGY,38%
GOLDEN WEST COLLEGES,0%
GUAGUA NATIONAL COLLEGES,0%
HOLY ANGEL UNIVERSITY,9%
HOLY NAME UNIVERSITY (DIVINE WORD- TAGBILARAN),40%
HOLY TRINITY COLLEGE OF PUERTO PRINCESA,0%
INTERNATIONAL HARVARDIAN UNIVERSITY,0%
