SCHOOL,% PASSED
ABADA COLLEGE,12.82%
ABE INTERNATIONAL COLLEGE OF BUSINESS & ECONOMICS-LUCENA,0.00%
ABELLANA NATIONAL SCHOOL,0.00%
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-BANGUED,22.09%
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-LAGANGILANG,48.39%
ABRA VALLEY COLLEGE,9.09%
ABUBAKAR COMPUTER LEARNING CENTER,9.09%
ABUYOG COMMUNITY COLLEGE,52.63%
ACADEMIA DE SAN LORENZO DEMA-ALA,50.00%
ACES TAGUM COLLEGE,20.00%
ADAMSON UNIVERSITY,83.33%
ADELPHI COLLEGE,13.04%
ADIONG MEMORIAL POLYTECHNIC STATE COLLEGE,25.00%
ADVENTIST UNIVERSITY OF THE PHILIPPINES,33.33%
AEMILIANUM INSTITUTE,0.00%
"AGONCILLO COLLEGE, INC",0.00%
AGRO-INDUSTRIAL FOUNDATION COLLEGES OF THE PHILIPPINES,23.08%
AGUSAN COLLEGES,17.72%
AGUSAN DEL SUR COLLEGE,23.08%
AGUSAN DEL SUR STATE COLLEGE OF AGRICULTURE & TECHNOLOGY,30.30%
AGUSAN INSTITUTE OF TECHNOLOGY,10.71%
AKLAN CATHOLIC COLLEGE-KALIBO,37.14%
AKLAN COLLEGE,25.00%
AKLAN STATE UNIVERSITY(AKLAN S.C.A.)-BANGA,100.00%
AKLAN STATE UNIVERSITY-IBAJAY,56.52%
AKLAN STATE UNIVERSITY-NATIONAL COLLEGE OF FISHERIES,50.00%
AKLAN STATE UNIVERSITY-NEW WASHINGTON,33.33%
ALANGALANG AGRO INDUSTRIAL SCHOOL,50.00%
ALDERSGATE COLLEGE,42.86%
ALEJANDRO COLLEGE,20.00%
ALFELOR SR. MEMORIAL COLLEGE,19.35%
ALITAGTAG COLLEGE,0.00%
ALTAVAS COLLEGE,22.22%
ANDRES BONIFACIO COLLEGE,37.50%
ANDRES SORIANO COLLEGE,22.22%
ANDRES SORIANO MEMORIAL COLLEGE,43.75%
ANGELES UNIVERSITY FOUNDATION,45.45%
ANNUNCIATION COLLEGE,30.00%
"ANTONIO R. PACHECO COLLEGE, INC",14.29%
APAYAO STATE COLLEGE-CONNER,37.50%
APAYAO STATE COLLEGE-LUNA CAMPUS,20.00%
AQUINAS UNIVERSITY,44.44%
ARAULLO UNIVERSITY,13.00%
ARELLANO UNIVERSITY-MALABON,9.09%
ARELLANO UNIVERSITY-MANILA,9.09%
ARELLANO UNIVERSITY-PASAY,30.00%
ARELLANO UNIVERSITY-PASIG,42.86%
"ARRIESGADO COLLEGE FOUNDATION, INC.",100.00%
ASBURRY COLLEGE,50.00%
"ASIA COLLEGE OF ADVANCE STUDIES IN ARTS, SCIENCES & TECH.",33.96%
ASIA SCHOOL OF ARTS & SCIENCES,50.00%
ASIAN DEVELOPMENT FOUNDATION COLLEGE,0.00%
ASIAN POLYTECHNIC COLLEGE,0.00%
ASIAN SEMINARY OF CHRISTIAN MINISTRIES,66.67%
ASSUMPTION COLLEGE OF DAVAO,33.33%
ASSUMPTION COLLEGE OF NABUNTURAN,33.33%
ATENEO DE DAVAO UNIVERSITY,0.00%
ATENEO DE NAGA UNIVERSITY,66.67%
ATENEO DE ZAMBOANGA,57.14%
AURORA PIONEERS MEMORIAL COLLEGE,60.00%
AURORA STATE COLLEGE OF TECHNOLOGY,100.00%
BACOLOD CITY COLLEGE,95.24%
BAGO CITY COLLEGE,51.72%
BAGUIO ARTS THEOLOGICAL COLLEGE,0.00%
BAGUIO CENTRAL UNIVERSITY,24.49%
BALETE COMMUNITY COLLEGE,42.86%
BALICUATRO COLLEGE OF ARTS & TRADES,100.00%
BALITE INSTITUTE OF TECHNOLOGY,50.00%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),11.54%
"BALUD MUNICIPAL COLLEGE-BALUD, MASBATE",0.00%
BANTAYAN SOUTHERN INSTITUTE,33.33%
BASILAN STATE COLLEGE,14.90%
BATAAN PENINSULA STATE UNIVERSITY- BALANGA (for.BATAAN P.S),34.85%
BATAAN POLYTECHNIC STATE COLLEGE-ORANI,20.00%
BATAAN STATE COLLEGE,23.81%
BATANES POLYTECHNIC COLLEGE,100.00%
BATANGAS EASTERN ACADEMY,33.33%
BATANGAS STATE UNIVERSITY (for. JPLPC)-MALVAR,71.43%
BATANGAS STATE UNIVERSITY-ARASOF- NASUGBU,41.05%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),61.40%
BATO INSTITUTE OF SCIENCE & TECHNOLOGY,36.36%
BATUAN COLLEGES INC.,40.00%
BAYAWAN COLLEGE,28.57%
BENGUET STATE UNIVERSITY-BOKOD,85.71%
