SCHOOL,% PASSED
ABADA COLLEGE,31.25%
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-BANGUED,28.57%
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-LAGANGILANG,32.00%
ABRA VALLEY COLLEGE,25.00%
ABUBAKAR COMPUTER LEARNING CENTER,7.14%
ABUYOG COMMUNITY COLLEGE,37.78%
ACADEMIA DE SAN LORENZO DEMA-ALA,0.00%
ACES TAGUM COLLEGE,17.65%
ADAMSON UNIVERSITY,66.67%
ADELPHI COLLEGE,18.18%
ADIONG MEMORIAL COLLEGE FOUNDATION,0.00%
ADIONG MEMORIAL POLYTECHNIC STATE COLLEGE,12.79%
ADVENTIST UNIVERSITY OF THE PHILIPPINES,40.00%
AEMILIANUM INSTITUTE,50.00%
"AGONCILLO COLLEGE, INC",20.00%
AGRO-INDUSTRIAL FOUNDATION COLLEGES OF THE PHILIPPINES,0.00%
AGUSAN COLLEGES,23.19%
AGUSAN DEL SUR COLLEGE,22.64%
AGUSAN DEL SUR STATE COLLEGE OF AGRICULTURE & TECHNOLOGY,38.37%
AGUSAN INSTITUTE OF TECHNOLOGY,20.00%
AJUY POLYTECHNIC COLLEGE,0.00%
AKLAN CATHOLIC COLLEGE-(FOR AKLAN COLLEGE)-KALIBO,18.18%
AKLAN STATE UNIVERSITY(AKLAN S.C.A.)-BANGA,42.11%
AKLAN STATE UNIVERSITY-IBAJAY,32.00%
AKLAN STATE UNIVERSITY-KALIBO,0.00%
AKLAN STATE UNIVERSITY- NATIONAL COLLEGE OF FISHERIES,0.00%
AKLAN STATE UNIVERSITY-NEW WASHINGTON,28.57%
ALANGALANG AGRO INDUSTRIAL SCHOOL,100.00%
ALDERSGATE COLLEGE,16.67%
ALEJANDRO COLLEGE,0.00%
"ALEMARZ SCH. OF SCIENCE & TECH FOUND INC.- VALENCIA,BUKIDNON",100.00%
ALFELOR SR. MEMORIAL COLLEGE,24.49%
ALTAVAS COLLEGE,23.08%
AMANDO COPE COLLEGE,100.00%
ANDRES BONIFACIO COLLEGE,26.32%
ANDRES SORIANO COLLEGE,15.15%
ANDRES SORIANO MEMORIAL COLLEGE,26.32%
ANGELES UNIVERSITY FOUNDATION,14.29%
ANNUNCIATION COLLEGE,0.00%
"ANTONIO R. PACHECO COLLEGE, INC",11.16%
APAYAO STATE COLLEGE- CONNER,25.00%
APAYAO STATE COLLEGE-LUNA CAMPUS,14.29%
AQUINAS UNIVERSITY,45.45%
ARAULLO UNIVERSITY,13.33%
ARELLANO UNIVERSITY-MALABON,22.22%
ARELLANO UNIVERSITY-MANILA,41.67%
ARELLANO UNIVERSITY-PASAY,37.50%
ARELLANO UNIVERSITY-PASIG,25.00%
"ARRIESGADO COLLEGE FOUNDATION, INC.",60.00%
ASBURRY COLLEGE,24.24%
"ASIA COLLEGE OF ADVANCE STUDIES IN ARTS, SCIENCES & TECH.",9.43%
ASIA PACIFIC COLLEGE OF ADVANCED STUDIES,60.00%
ASIA SCHOOL OF ARTS & SCIENCES,63.64%
ASIAN COLLEGE OF TECHNOLOGY,75.00%
ASIAN COLLEGES AND TECHNOLOGICAL INST. INC- NORTH COTABATO,0.00%
ASIAN DEVELOPMENT FOUNDATION COLLEGE,20.00%
ASIAN POLYTECHNIC COLLEGE,0.00%
ASIAN SEMINARY OF CHRISTIAN MINISTRIES,0.00%
ASSUMPTION COLLEGE OF DAVAO,27.27%
ASSUMPTION COLLEGE OF NABUNTURAN,55.56%
ASSUMPTION COLLEGE-MAKATI,100.00%
ATENEO DE DAVAO UNIVERSITY,66.67%
ATENEO DE NAGA UNIVERSITY,100.00%
ATENEO DE ZAMBOANGA,80.00%
AURORA PIONEERS MEMORIAL COLLEGE,16.67%
"AVE MARIA COLLEGE - VALLESVILLE-FATIMA, LILOY ZDN",33.33%
BAAO COMMUNITY COLLEGE,28.57%
BACOLOD CITY COLLEGE,75.00%
BAGANGA COLLEGE,0.00%
BAGO CITY COLLEGE,52.00%
BAGUIO BENGUET CHRISTIAN COLLEGES METRO BAGUIO INC.(ICCMBI),50.00%
BAGUIO CENTRAL UNIVERSITY,45.16%
"BAGUIO CITY ACADEMY COLLEGES, INC-BAGUIO CITY,BENGUET",0.00%
BALABAGAN TRADE SCHOOL,0.00%
BALETE COMMUNITY COLLEGE,16.67%
BALITE INSTITUTE OF TECHNOLOGY,25.00%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),26.53%
"BALIWAG POLYTECHNIC COLLEGE-BALIUAG, BULACAN",50.00%
"BALUD MUNICIPAL COLLEGE- BALUD, MASBATE",23.08%
BANTAYAN SOUTHERN INSTITUTE,17.86%
BASILAN STATE COLLEGE,20.61%
"BATAAN PENINSULA STATE U- DINALUPIHAN-(FOR BATAAN SC,TC)",21.54%
BATAAN PENINSULA STATE U- MAIN CAMPUS(FOR BNSAT),7.69%
BATAAN PENINSULA STATE UNIVERSITY-BAGAC,9.09%
BATAAN PENINSULA STATE U- ORANI (FOR BPSC),38.89%
BATAN INTEGRATED COLLEGE OF TECH.(FOR.BATAN COMM.COLL),33.33%
BATANES POLYTECHNIC COLLEGE,0.00%
