SCHOOL,% PASSED
ADAMSON UNIVERSITY,54.67%
AKLAN STATE UNIVERSITY-KALIBO,100.00%
AQUINAS UNIVERSITY,20.45%
ARAULLO UNIVERSITY,45.45%
ATENEO DE DAVAO UNIVERSITY,95.65%
BATAAN PENINSULA STATE UNIVERSITY-BALANGA (for.BATAAN P.S),41.67%
BATANGAS STATE UNIVERSITY- BATANGAS CITY,64.29%
BICOL UNIVERSITY-LEGAZPI,45.71%
BULACAN STATE UNIVERSITY (for.BCAT)-MALOLOS,54.10%
CAGAYAN DE ORO COLLEGE,20.00%
CAMARINES SUR POLYTECHNIC COLLEGES(BICAT)-NAGA,71.43%
CAPIZ STATE UNIVERSITY (CIT)(PSPC)-MAIN CAMPUS,20.00%
CEBU INSTITUTE OF TECHNOLOGY,57.14%
CENTRAL COLLEGES OF THE PHILIPPINES,26.32%
COLUMBAN COLLEGE-OLONGAPO CITY,50.00%
COLUMBAN COLLEGE-ZAMBALES,0.00%
DE LA SALLE UNIVERSITY- DASMARI¥AS,100.00%
DIVINE WORD COLLEGE OF LAOAG,26.32%
DON HONORIO VENTURA TECHNOLOGICAL STATE UNIVERSITY,33.33%
EASTERN VISAYAS STATE UNIVERSITY (for.LIT)TACLOBAN,44.12%
"EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE &
TECHNOLOGY",13.04%
FAR EASTERN UNIVERSITY-MANILA,47.11%
FEATI UNIVERSITY,54.55%
HOLY ANGEL UNIVERSITY,92.31%
LA CONSOLACION COLLEGE- BACOLOD CITY,42.11%
LYCEUM OF ILIGAN FOUNDATION,50.00%
MANUEL L. QUEZON UNIVERSITY,17.65%
MANUEL S. ENVERGA UNIV. FOUNDATION-LUCENA CITY,28.57%
MAPUA INSTITUTE OF TECHNOLOGY,63.16%
MINDANAO POLYTECHNIC STATE COLLEGE (DMMMPSC),40.00%
MINDANAO UNIVERSITY OF SCIENCE & TECHNOLOGY,70.00%
NATIONAL UNIVERSITY-MANILA,41.18%
NEGROS ORIENTAL STATE UNIVERSITY (CVPC)-DUMAGUETE,60.00%
NORTHWESTERN UNIVERSITY,100.00%
NOTRE DAME OF DADIANGAS COLLEGE,0.00%
NOTRE DAME OF MARBEL UNIVERSITY,0.00%
NUEVA ECIJA UNIVERSITY OF SCIENCE & TECHNOLOGY- CABANATUAN),23.81%
PALAWAN STATE UNIVERSITY-P. PRINCESA,14.29%
PAMANTASAN NG LUNGSOD NG MAYNILA,79.41%
PANGASINAN STATE UNIVERSITY- URDANETA,50.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA. MESA,68.49%
RIZAL TECHNOLOGICAL UNIVERSITY,40.00%
SAINT JOSEPH INSTITUTE OF TECHNOLOGY,33.33%
SAINT LOUIS COLLEGE OF SAN FERNANDO,50.00%
SAINT LOUIS UNIVERSITY,81.82%
SAINT MARY'S UNIVERSITY,75.00%
SORSOGON STATE COLLEGE- SORSOGON,25.00%
SURIGAO EDUCATION CENTER,0.00%
TARLAC STATE UNIVERSITY  (TARLAC COLLEGE OF TECH.),36.36%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-MANILA,29.09%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-QUEZON CITY,36.78%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-MANILA,65.28%
UNIVERSITY OF BAGUIO,66.67%
UNIVERSITY OF BOHOL,20.00%
UNIVERSITY OF LA SALETTE- SANTIAGO,100.00%
UNIVERSITY OF LUZON (LUZON COLL.),0.00%
UNIVERSITY OF MINDANAO-DAVAO CITY,35.42%
UNIVERSITY OF NORTHEASTERN PHILIPPINES,0.00%
UNIVERSITY OF NORTHERN PHILIPPINES-VIGAN,55.56%
UNIVERSITY OF NUEVA CACERES,100.00%
UNIVERSITY OF PANGASINAN,25.00%
UNIVERSITY OF SAINT ANTHONY,0.00%
UNIVERSITY OF SAINT LOUIS- TUGUEGARAO,50.00%
UNIVERSITY OF SAN AGUSTIN,56.52%
UNIVERSITY OF SAN CARLOS,79.63%
UNIVERSITY OF SANTO TOMAS,78.79%
UNIVERSITY OF SOUTHERN PHILIPPINES,40.00%
UNIVERSITY OF THE ASSUMPTION,38.89%
UNIVERSITY OF THE CORDILLERAS,50.00%
UNIVERSITY OF THE PHILIPPINES- DILIMAN,100.00%
UNIVERSITY OF THE PHILIPPINES- MINDANAO,100.00%
UNIVERSITY OF THE PHILIPPINES- VISAYAS-CEBU CITY,0.00%
UNIVERSITY OF THE VISAYAS-CEBU CITY,18.75%
WESTERN MINDANAO STATE U- ZAMBOANGA CITY,52.38%
WESTERN VISAYAS COLLEGE OF SCIENCE & TECHNOLOGY-LA PAZ,77.78%
