SCHOOL,% PASSED
ADAMSON UNIVERSITY,42%
AKLAN STATE UNIVERSITY-KALIBO,33%
AQUINAS UNIVERSITY,26%
ARAULLO UNIVERSITY,25%
ATENEO DE DAVAO UNIVERSITY,62%
BATAAN PENINSULA STATE COLLEGE- BALANGA (BATAAN POLY.SC),46%
BATANGAS STATE UNIVERSITY- BATANGAS CITY,53%
BICOL UNIVERSITY IND'L TECH.(BUCIT)-LEGAZPI,75%
BICOL UNIVERSITY-LEGAZPI,38%
BULACAN STATE UNIVERSITY (BULACAN COLL OF ARTS & TRADES),58%
CAGAYAN DE ORO COLLEGE,27%
CAMARINES SUR POLYTECHNIC COLLEGES(BICAT)-NAGA,46%
CAPIZ STATE UNIVERSITY (CIT)(PSPC)-MAIN CAMPUS,31%
CEBU INSTITUTE OF TECHNOLOGY,43%
CENTENNIAL COLLEGE OF THE PHILIPPINES,0%
CENTRAL COLLEGES OF THE PHILIPPINES,22%
COLUMBAN COLLEGE-OLONGAPO CITY,23%
DE LA SALLE UNIVERSITY- DASMARIÑAS,100%
DIVINE WORD COLLEGE OF LAOAG,15%
DON HONORIO VENTURA COLLEGE OF ARTS & TRADE,40%
EASTERN SAMAR STATE COLLEGE- BORONGAN,0%
EASTERN VISAYAS STATE UNIVERSITY (LIT)TACLOBAN,28%
"EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE &
TECHNOLOGY",22%
EULOGIO R. DIZON COLLEGE OF NUEVA ECIJA (CORREGIDOR COLL),100%
FAR EASTERN UNIVERSITY-MANILA,39%
FAR EASTERN UNIVERSITY-NICANOR REYES MEDICAL FOUNDATION,0%
FEATI UNIVERSITY,33%
FEU-EAST ASIA COLLEGE,0%
FOREIGN UNIVERSITY,100%
HOLY ANGEL UNIVERSITY,86%
LA CONSOLACION COLLEGE- BACOLOD CITY,51%
LYCEUM OF ILIGAN FOUNDATION,0%
M. L. TEVES MEMORIAL COLLEGE,0%
MANUEL L. QUEZON UNIVERSITY,18%
MANUEL S. ENVERGA UNIV. FOUNDATION-LUCENA CITY,23%
MAPUA INSTITUTE OF TECHNOLOGY,67%
MINDANAO INSTITUTE OF TECHNOLOGY,100%
MINDANAO POLYTECHNIC STATE COLLEGE (DMMMPSC),63%
MINDANAO UNIVERSITY OF SCIENCE & TECHNOLOGY,100%
MISAMIS UNIVERSITY-OROQUIETA UNIT,0%
NATIONAL UNIVERSITY-MANILA,8%
NEGROS ORIENTAL STATE UNIVERSITY (CVPC)-DUMAGUETE,47%
NORTHWESTERN UNIVERSITY,20%
NOTRE DAME OF MARBEL UNIVERSITY,0%
NUEVA ECIJA UNIVERSITY OF SCIENCE & TECHNOLOGY- CABANATUAN),53%
"NUEVA ECIJA UNIVERSITY OF SCIENCE & TECHNOLOGY-SAN
ISIDRO)",0%
PALAWAN STATE UNIVERSITY-P. PRINCESA,40%
PALAWAN STATE UNIVERSITY- QUEZON,100%
PAMANTASAN NG LUNGSOD NG MAYNILA,56%
PANGASINAN STATE UNIVERSITY- URDANETA,100%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA. MESA,58%
RIZAL TECHNOLOGICAL UNIVERSITY,50%
SAINT JOSEPH INSTITUTE OF TECHNOLOGY,14%
SAINT LOUIS COLLEGE OF SAN FERNANDO,15%
SAINT LOUIS UNIVERSITY,79%
SAINT MARY'S UNIVERSITY,70%
SORSOGON STATE COLLEGE- SORSOGON,75%
SURIGAO EDUCATION CENTER,0%
TARLAC STATE UNIVERSITY  (TARLAC COLLEGE OF TECH.),24%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-MANILA,33%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-QUEZON CITY,25%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-MANILA,57%
UNIVERSITY OF BAGUIO,20%
UNIVERSITY OF BOHOL,36%
UNIVERSITY OF LA SALETTE- SANTIAGO,0%
UNIVERSITY OF LUZON (LUZON COLL.),0%
UNIVERSITY OF MINDANAO- COTABATO COLLEGE,100%
UNIVERSITY OF MINDANAO-DAVAO CITY,46%
UNIVERSITY OF NORTHEASTERN PHILIPPINES,17%
UNIVERSITY OF NORTHERN PHILIPPINES-VIGAN,29%
UNIVERSITY OF NUEVA CACERES,50%
UNIVERSITY OF PANGASINAN,42%
UNIVERSITY OF SAINT ANTHONY,22%
UNIVERSITY OF SAINT LOUIS- TUGUEGARAO,36%
UNIVERSITY OF SAN AGUSTIN,48%
UNIVERSITY OF SAN CARLOS,71%
UNIVERSITY OF SANTO TOMAS,73%
UNIVERSITY OF SOUTHERN PHILIPPINES,50%
UNIVERSITY OF THE ASSUMPTION,50%
UNIVERSITY OF THE CORDILLERAS (BAGUIO COLL. FNDTN.),60%
UNIVERSITY OF THE PHILIPPINES- DILIMAN,100%
UNIVERSITY OF THE PHILIPPINES- MINDANAO,100%
UNIVERSITY OF THE VISAYAS-CEBU CITY,27%
WESTERN MINDANAO STATE UNIVERSITY,38%
