SCHOOL,% PASSED
ADAMSON UNIVERSITY,64.71%
ANDRES BONIFACIO COLLEGE,0.00%
ATENEO DE DAVAO UNIVERSITY,100.00%
AURORA STATE COLLEGE OF TECHNOLOGY,0.00%
BATAAN HEROES MEMORIAL COLLEGE,50.00%
BATAAN PENINSULA STATE UNIVERSITY- BALANGA (for.BATAAN P.S),76.92%
BATANGAS STATE UNIVERSITY- BATANGAS CITY,97.22%
BICOL UNIVERSITY-LEGAZPI,42.86%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)-TAGBILARAN,85.71%
BULACAN STATE UNIVERSITY (for.BCAT)- MALOLOS,66.67%
CAGAYAN COLLEGES TUGUEGARAO,0.00%
CAGAYAN DE ORO COLLEGE,33.33%
CAMARINES NORTE STATE COLLEGE- DAET,50.00%
CAMARINES SUR POLYTECHNIC COLLEGE-NABUA,50.00%
CAMARINES SUR POLYTECHNIC COLLEGES(BICAT)-NAGA,66.67%
CAPIZ STATE UNIVERSITY (CIT)(PSPC)- MAIN CAMPUS,71.43%
CEBU INSTITUTE OF TECHNOLOGY,55.81%
CEBU STATE COLLEGE OF SCIENCE & TECHNOLOGY SYSTEM(for.CSAT),50.00%
CEBU TECHNOLOGICAL UNIVERSITY- MAIN (for.CSCST),41.18%
CENTRAL COLLEGES OF THE PHILIPPINES,14.29%
CENTRAL ILOCANDIA COLLEGE OF SCIENCE & TECHNOLOGY,100.00%
CENTRAL MINDANAO UNIVERSITY,100.00%
CENTRAL PHILIPPINE UNIVERSITY,75.00%
COLEGIO DE SAN AGUSTIN-BACOLOD CITY,100.00%
COLEGIO DE SAN JUAN DE LETRAN- CALAMBA,50.00%
DE LA SALLE UNIVERSITY-DASMARIÑAS,100.00%
DE LA SALLE UNIVERSITY-MANILA,89.66%
"DE LA SALLE-ARANETA UNIVERSITY,INC (GAUF)",100.00%
DON BOSCO TECHNICAL COLLEGE- MANDALUYONG,50.00%
DON HONORIO VENTURA TECHNOLOGICAL STATE UNIVERSITY,25.00%
DON MARIANO MARCOS MEMORIAL STATE UNIVERSITY-SAN FERNANDO,37.50%
EASTERN VISAYAS STATE UNIVERSITY (for.LIT)TACLOBAN,36.36%
EMILIO AGUINALDO COLLEGE- DASMARINAS,0.00%
EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE & TECHNOLOGY,0.00%
F. L. VARGAS COLLEGE-ABULUG,0.00%
FEATI UNIVERSITY,42.86%
FLORENCIO L. VARGAS COLLEGE- TUGUEGARAO,0.00%
GARCIA COLLEGE OF TECHNOLOGY,80.00%
GOLDEN GATE COLLEGES,28.57%
HOLY ANGEL UNIVERSITY,85.71%
LAGUNA STATE POLYTECHNIC COLLEGE-STA. CRUZ (LCAT),50.00%
LEYTE INSTITUTE OF TECHNOLOGY- ORMOC CAMPUS,20.00%
LYCEUM NORTHWESTERN-DAGUPAN CITY,60.00%
"LYCEUM OF THE PHILIPPINES UNIVERSITY-BATANGAS,INC",66.67%
LYCEUM OF THE PHILIPPINES UNIVERSITY-MANILA,37.50%
MANUEL L. QUEZON UNIVERSITY,0.00%
MANUEL S. ENVERGA UNIV. FOUNDATION-LUCENA CITY,33.33%
MAPUA INSTITUTE OF TECHNOLOGY,62.79%
MARIANO MARCOS STATE UNIVERSITY- BATAC,0.00%
MATS COLLEGE OF TECHNOLOGY,50.00%
MINDANAO POLYTECHNIC COLLEGE,75.00%
MINDANAO STATE UNIVERSITY-GEN. SANTOS CITY,70.00%
MINDANAO STATE UNIVERSITY-ILIGAN INSTITUTE OF TECHNOLOGY,100.00%
MINDANAO STATE UNIVERSITY-MARAWI CITY,91.67%
MISAMIS UNIVERSITY-OZAMIS CITY,0.00%
NATIONAL UNIVERSITY-MANILA,33.33%
NAVAL STATE UNIVERSITY (for.NAVAL INST)-NAVAL,0.00%
NEW ERA UNIVERSITY,50.00%
NORTHERN ILOILO POLYTECHNIC STATE COLLEGE-ESTANCIA,0.00%
NORTHERN PHILS. COLL. FOR MARITIME & TECHNOLOGICAL STUDIES,0.00%
NORTHWEST SAMAR STATE UNIVERSITY (FOR.TIBURCIO TANCINCO),0.00%
NORTHWESTERN UNIVERSITY,0.00%
NOTRE DAME UNIVERSITY,0.00%
NUEVA ECIJA UNIVERSITY OF SCIENCE & TECHNOLOGY-CABANATUAN),20.00%
NUEVA ECIJA UNIVERSITY OF SCIENCE & TECHNOLOGY-GABALDON),100.00%
NUEVA VIZCAYA STATE UNIVERSITY (NVPC)-BAMBANG,20.00%
"PALAWAN POLYTECHNIC COLLEGE, INC.",0.00%
PALAWAN STATE UNIVERSITY-P. PRINCESA,40.00%
PANGASINAN STATE UNIVERSITY- URDANETA,100.00%
PHILIPPINE COLLEGE OF SCIENCE & TECHNOLOGY-CALASIAO,50.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA. MESA,70.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MARAGONDON,85.71%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-TAGUIG,75.00%
RAMON MAGSAYSAY TECHNOLOGICAL UNIVERSITY-IBA,16.67%
RIZAL TECHNOLOGICAL UNIVERSITY,40.00%
ROMBLON STATE COLLEGE-ODIONGAN,0.00%
SAINT JOHN TECHNOLOGICAL COLLEGE OF THE PHILIPPINES,100.00%
SAINT JOSEPH INSTITUTE OF TECHNOLOGY,0.00%
SAINT LOUIS UNIVERSITY,92.59%
SAINT PETER'S COLLEGE-ILIGAN CITY,60.00%
SILLIMAN UNIVERSITY,100.00%
SORSOGON STATE COLLEGE- SORSOGON,0.00%
SOUTHERN LUZON STATE UNIVERSITY- LUCBAN (SLPC),0.00%
SOUTHWESTERN UNIVERSITY,50.00%
SURIGAO EDUCATION CENTER,66.67%
TARLAC STATE UNIVERSITY  (TARLAC COLLEGE OF TECH.),50.00%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-MANILA,56.25%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-QUEZON CITY,37.14%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-MANILA,87.88%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-TAGUIG,75.00%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-VISAYAS,50.00%
UNIVERSITY OF BOHOL,33.33%
UNIVERSITY OF CEBU,44.44%
UNIVERSITY OF EASTERN PHILIPPINES- CATARMAN,37.50%
UNIVERSITY OF ILOILO,100.00%
UNIVERSITY OF LUZON (LUZON COLL.),21.05%
UNIVERSITY OF MINDANAO-DAVAO CITY,37.50%
UNIVERSITY OF NEGROS OCCIDENTAL- RECOLETOS,25.00%
UNIVERSITY OF NUEVA CACERES,0.00%
UNIVERSITY OF PERPETUAL HELP RIZAL-CALAMBA CAMPUS,0.00%
UNIVERSITY OF PERPETUAL HELP SYSTEM DALTA-LAS PINAS,40.00%
UNIVERSITY OF PERPETUAL HELP SYSTEM-LAGUNA,0.00%
UNIVERSITY OF RIZAL SYSTEM- MORONG,40.00%
UNIVERSITY OF SAN AGUSTIN,50.00%
UNIVERSITY OF SAN CARLOS,66.67%
UNIVERSITY OF SAN JOSE-RECOLETOS,18.75%
UNIVERSITY OF SANTO TOMAS,71.43%
UNIVERSITY OF SOUTHEASTERN PHILIPPINES-BISLIG CAMPUS,33.33%
UNIVERSITY OF SOUTHEASTERN PHILIPPINES-DAVAO CITY,75.00%
UNIVERSITY OF SOUTHERN PHILIPPINES,100.00%
UNIVERSITY OF THE EAST-CALOOCAN,50.00%
UNIVERSITY OF THE PHILIPPINES- DILIMAN,100.00%
UNIVERSITY OF THE VISAYAS-CEBU CITY,27.27%
VIRGEN MILAGROSA UNIVERSITY FOUNDATION,25.00%
WEST NEGROS COLLEGE,0.00%
WESTERN INSTITUTE OF TECHNOLOGY,33.33%
WESTERN MINDANAO STATE UNIVERSITY-ZAMBOANGA CITY,33.33%
XAVIER UNIVERSITY,0.00%
ZAMBOANGA DEL SUR MARITIME INSTITUTE OF TECHNOLOGY,50.00%
